Palabra,Agrado,Activacion,Imaginabilidad,stdev_agrd,stdev_act,stdev_imag
disminuir_V,1.4,2.8,2,0.5477,0.4472,1
azúcar_N,3,2,3,0,1,0
cumpleaños_N,3,2,3,0,1,0
rumor_N,1.6,3,3,0.5477,0,0
bus_N,2,2.4,3,0,0.5477,0
deuda_N,1.2,1.8,2.8,0.4472,1.0954,0.4472
ejecución_N,2.4,2.8,2.8,0.8944,0.4472,0.4472
funcionamiento_N,2.8,3,2.6,0.4472,0,0.5477
vapor_N,2,2.4,2.8,0,0.5477,0.4472
continente_N,2,1.6,2.8,0,0.5477,0.4472
disimular_V,1.8,2.4,2.6,0.4472,0.8944,0.8944
paciente_N,2,1.4,2.8,0.7071,0.5477,0.4472
salto_N,2.4,2.8,2.6,0.5477,0.4472,0.8944
instinto_N,2.6,2.8,2.2,0.5477,0.4472,1.0954
mañana_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
infante_N,2.6,2.2,2.2,0.5477,0.8367,1.0954
solar_V,2.6,2.2,2.4,0.5477,0.8367,0.8944
tarjeta_N,2.2,2,3,0.4472,1,0
software_N,2.2,2.6,2.2,0.4472,0.8944,1.0954
agujero_N,1.4,1.6,2.8,0.5477,0.8944,0.4472
crédito_N,2,2.4,2.8,1,0.8944,0.4472
carecer_V,1.2,2,2.4,0.4472,0.7071,0.8944
manga_N,2,1.6,2.6,0,0.5477,0.8944
manifestación_N,2.2,3,2.8,0.8367,0,0.4472
cortina_N,2.2,1.6,2.8,0.4472,0.5477,0.4472
tropezar_V,1.4,2.4,3,0.5477,0.5477,0
humilde_A,3,2,2.4,0,0.7071,0.8944
rozar_V,2.6,3,2.8,0.5477,0,0.4472
tragar_V,1.8,2.6,2.8,0.4472,0.5477,0.4472
desplazar_V,2,2.8,2,0.7071,0.4472,1
placa_N,2.2,1.8,2.2,0.4472,0.8367,1.0954
seleccionar_V,2.4,3,2.6,0.5477,0,0.5477
lecho_N,2.2,1.6,2.6,1.0954,0.8944,0.8944
totalidad_N,2.4,2,2,0.5477,0,1
rabia_N,1,2.2,2.8,0,0.8367,0.4472
creador_N,2.6,3,2.6,0.5477,0,0.5477
desprender_V,1.8,2.6,2.4,0.4472,0.8944,0.8944
revolucionario_A,2.8,3,2.2,0.4472,0,0.8367
sillón_N,2.8,1.4,3,0.4472,0.5477,0
incrementar_V,2,2.8,2.4,0,0.4472,0.5477
saco_N,2.2,1.8,3,0.4472,0.4472,0
enloquecer_V,1,2.4,2.2,0,0.8944,0.8367
guerrero_N,1.6,3,3,0.5477,0,0
relativamente_R,2.2,2.2,2,0.4472,0.4472,1
sombrero_N,2.2,1.6,3,0.4472,0.5477,0
rastro_N,2,2,3,0,0.7071,0
camión_N,2.4,2.4,3,0.5477,0.5477,0
encargado_N,2.4,2.8,2.6,0.5477,0.4472,0.5477
ducado_N,1.8,2.2,1.4,0.4472,0.4472,0.5477
baloncesto_N,3,3,3,0,0,0
inteligente_A,3,2.8,2.4,0,0.4472,0.5477
aerolínea_N,2.6,2.2,2.6,0.5477,0.4472,0.5477
mudar_V,2,3,2.8,0,0,0.4472
depresión_N,1.2,1.6,2.8,0.4472,0.8944,0.4472
referenciar_V,2,3,1.6,0,0,0.5477
senador_N,2,2.2,2.6,0,0.4472,0.5477
bola_N,2.2,2.2,3,0.4472,0.4472,0
recinto_N,2.4,2,2.8,0.5477,0.7071,0.4472
sobrino_N,3,2.6,3,0,0.5477,0
lastimar_V,1,3,2.8,0,0,0.4472
cinta_N,2,2,2.8,0,0,0.4472
atlético_A,3,3,3,0,0,0
noroeste_A,2,1.8,2.6,0,0.4472,0.5477
rocío_N,2.6,1.8,2.8,0.5477,0.4472,0.4472
dragón_N,2.2,2.8,3,0.8367,0.4472,0
frágil_A,2.2,1.8,2.6,0.4472,0.4472,0.5477
explosión_N,1.6,3,3,0.8944,0,0
aviación_N,2.8,2.6,3,0.4472,0.5477,0
cumbre_N,2.6,2.2,3,0.5477,0.8367,0
intensidad_N,2,2.2,1.8,0,0.4472,0.8367
traducción_N,1.8,2.4,2.2,0.4472,0.5477,0.8367
grueso_A,1.8333,2.1667,3,0.7528,0.4082,0
nido_N,2.8333,2.6667,3,0.4082,0.5164,0
empresario_N,2.1667,2.8333,2.6667,0.4082,0.4082,0.8165
resolución_N,2.3333,2.5,2.3333,0.5164,0.5477,1.0328
popularidad_N,2.3333,2.5,2.5,0.5164,0.5477,0.8367
conferencia_N,2.3333,2.8333,2.8333,0.5164,0.4082,0.4082
norma_N,2.1667,1.8333,2.1667,0.4082,0.4082,0.9832
interminable_A,2,2.3333,2.6667,0.6325,0.5164,0.8165
mandato_N,2,2.3333,2.3333,0.6325,0.5164,0.8165
temprano_A,2.5,2.5,2.8333,0.5477,0.5477,0.4082
componente_N,2,2.1667,2.1667,0,0.4082,0.7528
duración_N,2,2.1667,1.6667,0,0.4082,0.8165
marchito_A,1.6667,1.3333,3,0.5164,0.8165,0
incendio_N,1.1667,3,3,0.4082,0,0
distante_A,1.4,2,2.6,0.5477,1,0.8944
demanda_N,1.6,2.8,2.2,0.8944,0.4472,0.8367
adaptación_N,2.4,2.4,1.8,0.5477,0.5477,0.8367
vereda_N,2,1.6,2.8,0.7071,0.5477,0.4472
centímetro_N,2,2,3,0.7071,0.7071,0
jazz_N,2.4,2.4,2.8,0.8944,0.5477,0.4472
costo_N,2,1.8,2.4,0,0.4472,0.8944
fuerte_N,2.8,2.6,3,0.4472,0.5477,0
visible_A,2.2,2.8,2.4,0.4472,0.4472,0.8944
cena_N,2.8,2.6,3,0.4472,0.5477,0
tubo_N,2,1.8,2.8,0,0.4472,0.4472
billete_N,2.6,2,2.8,0.5477,1,0.4472
sinopsis_N,2.6,2.6,2.4,0.5477,0.5477,0.5477
artificial_A,1.4,1.6,2.8,0.5477,0.8944,0.4472
cómic_N,2.6,2.6,3,0.5477,0.5477,0
suavemente_R,2.8,2.8,2.8,0.4472,0.4472,0.4472
ingeniería_N,2,2.4,2,0,0.5477,1
pasaje_N,2.6,2.2,3,0.5477,0.8367,0
combinación_N,2,2.4,2,0,0.5477,1
turno_N,1.6,1.6,2.2,0.5477,0.5477,0.8367
seno_N,2.4,1.4,2.8,0.5477,0.5477,0.4472
hierba_N,3,2,3,0,1,0
circular_V,2.2,2.4,2.2,0.8367,0.5477,1.0954
incapaz_A,1.2,1.2,2,0.4472,0.4472,1
orar_V,1.8,2.6,2.6,0.4472,0.5477,0.5477
socio_N,2,2.6,2.4,0,0.5477,0.8944
aportar_V,2.4,3,2.4,0.5477,0,0.8944
democracia_N,3,2.8,1.8,0,0.4472,1.0954
guitarrista_N,2.8,2.8,3,0.4472,0.4472,0
escritura_N,2.6,2.8,2.8,0.5477,0.4472,0.4472
ampliar_V,2.8,2.6,2.4,0.4472,0.5477,0.8944
sed_N,1.4,2,2.2,0.8944,1,0.8367
alegrar_V,2.6,2.8,2.4,0.5477,0.4472,0.8944
emisión_N,2.2,2.6,1.8,0.4472,0.5477,1.0954
tráfico_N,1.4,2.2,3,0.5477,0.8367,0
convocar_V,2.4,2.8,2.6,0.5477,0.4472,0.8944
espectador_N,2.2,1.4,3,0.8367,0.5477,0
caro_A,1,1.6,2.6,0,0.8944,0.5477
desgracia_N,1.2,1.8,2.8,0.4472,0.8367,0.4472
transmisión_N,2,2.6,1.8,0.7071,0.5477,1.0954
líquido_N,2.4,2.4,3,0.8944,0.5477,0
confusión_N,2,2.2,2.2,1,0.8367,1.0954
fachada_N,1.8,1.8,2.2,0.8367,0.4472,1.0954
matemático_A,2.2,2.2,2.6,0.8367,0.4472,0.8944
digital_A,2.2,2.2,2.4,0.4472,0.4472,0.8944
campana_N,2.2,2.6,3,0.8367,0.5477,0
extraordinario_A,2.8,2.6,2.6,0.4472,0.5477,0.5477
piloto_A,2.2,2.4,2,0.4472,0.5477,1
aeronave_N,2.2,2.4,2.6,0.4472,0.5477,0.5477
pasajero_N,2.6,2.2,2.8,0.5477,0.8367,0.4472
fugaz_A,2.6,2.2,2.4,0.5477,0.8367,0.8944
apellido_N,2,1.6,3,0,0.5477,0
sujeto_N,2.4,2.4,2.8,0.5477,0.5477,0.4472
mismo_R,2.2,2,2,0.4472,0.7071,0.7071
chocolate_N,3,1.8,3,0,0.8367,0
vengar_V,1.4,2.6,2.8,0.8944,0.8944,0.4472
chocar_V,1.4,3,3,0.8944,0,0
tiro_N,1.6,2.6,2.8,0.5477,0.8944,0.4472
web_N,2.6,2.4,2.6,0.5477,0.8944,0.5477
quieto_A,2,1,2.4,0,0,0.8944
vomitar_V,1,3,3,0,0,0
quizas_N,2,1.8,1.8,0,0.4472,0.8367
amado_N,3,2.2,2.4,0,0.8367,0.8944
disparo_N,1.6,2.6,3,0.5477,0.5477,0
alcance_N,2,2,2,0,0.7071,1
presidencial_A,2,1.6,2.6,0,0.5477,0.5477
era_N,2.4,1.6,1.6,0.5477,0.8944,0.8944
sábana_N,2.8,1.6,3,0.4472,0.5477,0
frecuentemente_R,2.2,2.4,2,0.4472,0.8944,0.7071
intelectual_A,2.6,1.8,3,0.5477,0.8367,0
ceniza_N,1.8,1.6,3,0.4472,0.8944,0
territorial_A,1.8,2.4,1.8,0.8367,0.5477,0.8367
percatar_V,2.2,2.8,2,0.4472,0.4472,1
music_R,2.6,2.4,2.6,0.5477,0.5477,0.5477
colonial_A,2.4,2.2,3,0.5477,0.8367,0
proclamar_V,2.4,3,2.4,0.5477,0,0.5477
acumular_V,2,3,2.8,0.7071,0,0.4472
enfrentamiento_N,1.4,2.8,2.8,0.5477,0.4472,0.4472
natural_N,2.8,1.8,2.8,0.4472,0.8367,0.4472
mando_N,2.2,2.6,2.8,0.8367,0.5477,0.4472
paloma_N,2.6,2.4,3,0.8944,0.8944,0
vas_N,2.4,2.8,2.2,0.5477,0.4472,0.8367
pétalo_N,3,1.6,3,0,0.8944,0
acelerar_V,2.4,3,2.6,0.5477,0,0.5477
funcionario_N,1.8,2.2,2.2,0.4472,0.4472,0.4472
almohada_N,2.8,1.8,3,0.4472,0.8367,0
particularmente_R,2.2,2.4,1.4,0.4472,0.5477,0.8944
vital_A,2.8,2.6,2.2,0.4472,0.5477,0.8367
liberación_N,3,3,2.4,0,0,0.5477
profundo_N,2.4,2.6,2.6,0.5477,0.5477,0.8944
sustancia_N,2,1.4,2,0,0.5477,1
cáncer_N,1.2,1.8,2.6,0.4472,0.8367,0.5477
nervio_N,1.6,1.6,2.4,0.5477,0.8944,0.8944
reina_N,2.6,2.2,3,0.5477,0.8367,0
manzana_N,3,1.6,3,0,0.5477,0
encanto_N,2.6,1.8,2.2,0.5477,0.8367,0.8367
doblar_V,2.2,2.8,2.8,0.4472,0.4472,0.4472
etimología_N,2.2,2.4,1.8,0.4472,0.5477,1.0954
américa_A,2.4,2,3,0.5477,0,0
informe_A,1.8,1.8,1.4,0.8367,0.8367,0.5477
consumo_N,1.6,2.8,2.4,0.5477,0.4472,0.8944
armonía_N,3,1.6,2.6,0,0.8944,0.8944
sediento_A,1.4,2.4,3,0.5477,0.8944,0
voltear_V,2.2,3,2.8,0.8367,0,0.4472
gordo_A,1.8,1.8,3,0.4472,0.4472,0
barrera_N,1.8,1.6,3,0.8367,0.8944,0
aceite_N,2,1.6,3,0.7071,0.5477,0
impregnar_V,2.6,2.8,2.6,0.5477,0.4472,0.5477
observación_N,2.8,2.4,2.6,0.4472,0.8944,0.8944
parlamento_N,2.6,2.4,2.8,0.5477,0.5477,0.4472
delito_N,1.6,2.8,3,0.8944,0.4472,0
tapar_V,2,2.8,2.8,0,0.4472,0.4472
paquete_N,2.2,1.8,3,0.4472,0.4472,0
consciente_A,2.4,2.4,2,0.5477,0.8944,1
fusionar_V,2.6,3,2.4,0.5477,0,0.8944
deje_N,2.2,1.8,1.6,0.4472,0.8367,0.8944
trago_N,2.2,1.8,3,0.8367,0.4472,0
feria_N,2.6,1.8,3,0.5477,0.8367,0
sorbo_N,2.2,2,3,0.8367,0.7071,0
empleo_N,2.8,3,2.6,0.4472,0,0.8944
debe_N,1.8,2,1.4,0.4472,0.7071,0.5477
conservación_N,2,2.4,2.2,1,0.8944,0.8367
helar_V,2.2,2.6,2.8,0.4472,0.5477,0.4472
uña_N,1.6,1,3,0.5477,0,0
cristiano_N,1.8,2,2.8,0.4472,0.7071,0.4472
hada_N,2.8,2.4,3,0.4472,0.8944,0
aislar_V,2,2.6,2.6,0.7071,0.8944,0.8944
ahi_N,1.8,2.2,2.4,0.4472,0.8367,0.8944
inocencia_N,2.6,1.6,2.4,0.5477,0.8944,0.8944
destrozar_V,1.8,3,2.8,0.8367,0,0.4472
verso_A,2.4,1.8,2.2,0.5477,0.4472,1.0954
microsoft_N,2,2.2,2.8,0.7071,0.4472,0.4472
culto_N,1.4,2.6,2.8,0.5477,0.5477,0.4472
archivo_N,2.2,1.6,2.6,0.4472,0.5477,0.5477
ejemplar_A,2.8,2,2.4,0.4472,0.7071,0.8944
misa_N,1.6,1.4,2.8,0.5477,0.5477,0.4472
procedimiento_N,2,1.8,2.2,1,0.8367,0.8367
fusión_N,2.4,2.8,2.2,0.5477,0.4472,0.8367
manto_N,2.6,1.6,3,0.5477,0.8944,0
navegar_V,3,2.6,3,0,0.5477,0
educativo_A,2.2,2,3,0.8367,1,0
curar_V,2.8,2.8,3,0.4472,0.4472,0
plano_N,2.2,1.4,3,0.4472,0.5477,0
suspender_V,2,2,1.6,0.7071,0.7071,0.8944
castigo_N,1,2.8,3,0,0.4472,0
boda_N,2.6,2.4,3,0.5477,0.5477,0
picar_V,1.8,2.8,2.6,0.8367,0.4472,0.8944
llamada_N,2,2.8,3,0.7071,0.4472,0
toclop_N,2,2,1,0,0.7071,0
esfumar_V,2.2,2.8,2.6,0.8367,0.4472,0.5477
argumentar_V,2.4,3,2.6,0.5477,0,0.5477
índice_N,2.2,2.2,2.6,0.4472,0.4472,0.5477
calcular_V,2.4,2.6,3,0.8944,0.8944,0
escalofrío_N,1.6,2.6,2.8,0.5477,0.5477,0.4472
tonto_A,1.6,2.4,2.8,0.5477,0.5477,0.4472
pulmón_N,2,2.2,3,0,0.4472,0
primero_N,2.8,2.4,2.2,0.4472,0.8944,0.8367
tela_N,2.6,1.6,3,0.5477,0.5477,0
lleno_N,2.2,2,2.8,0.8367,0.7071,0.4472
realista_A,2.6,2.6,2.4,0.5477,0.5477,0.5477
palma_N,2.2,2,3,0.4472,0,0
colonia_N,2,1.8,2.4,0.7071,0.8367,0.8944
falda_N,1.8,1.6,3,0.4472,0.5477,0
entrevista_N,1.8,2.6,2.6,0.4472,0.5477,0.5477
montón_N,2.4,2,2.6,0.5477,0.7071,0.5477
sacrificio_N,2,2.4,2.4,1,0.8944,0.8944
práctica_N,2.6,3,2.6,0.5477,0,0.8944
perciforme_N,2.4,1.6,2,0.5477,0.5477,0.7071
agrupación_N,2.4,2.4,3,0.5477,0.8944,0
asistencia_N,2.6,2.6,2.6,0.5477,0.8944,0.5477
navidad_N,3,1.2,2.8,0,0.4472,0.4472
penumbra_N,1.8,1.4,2.2,0.8367,0.5477,1.0954
extraer_V,2,3,2.8,0,0,0.4472
separación_N,1.6,2.8,2.4,0.5477,0.4472,0.5477
conducta_N,2,2.4,1.8,0,0.8944,0.8367
digno_A,3,2.4,2,0,0.8944,1
templar_V,2.6,2.8,2.4,0.5477,0.4472,0.5477
tronco_N,2.2,1.8,3,0.4472,0.4472,0
grita_N,1.8,2.4,2.4,0.8367,0.8944,0.8944
estómago_N,2,1.8,2.6,0.7071,0.8367,0.5477
atmósfera_N,2.4,2,1.8,0.5477,0.7071,0.8367
escritorio_N,2.2,1.6,3,0.4472,0.5477,0
paciente_A,2.4,1.8,3,0.5477,0.8367,0
añorar_V,1.6,2.2,2.4,0.5477,0.8367,0.5477
fundir_V,1.8,2.6,2.8,0.4472,0.5477,0.4472
rico_N,2.6,2.2,3,0.5477,0.8367,0
adornar_V,2.8,2.8,3,0.4472,0.4472,0
pasajero_A,2.2,1.8,2.2,0.4472,0.8367,0.8367
lateral_A,2,1.8,1.6,0,0.4472,0.8944
programación_N,2.6,2.6,2.6,0.5477,0.5477,0.5477
maria_A,1.8,1.8,2,0.4472,0.4472,0.7071
dictadura_N,1.2,2.8,2.4,0.4472,0.4472,0.8944
global_A,2,1.8,2.8,0.7071,0.8367,0.4472
proteína_N,2.2,2.6,1.2,0.8367,0.5477,0.4472
ansiedad_N,1,2.8,2.6,0,0.4472,0.5477
explotación_N,1.4,3,3,0.5477,0,0
exterior_N,2.4,1.8,3,0.5477,0.4472,0
vegetación_N,2.8,1.8,3,0.4472,0.8367,0
miseria_N,1.2,1.8,2.8,0.4472,0.4472,0.4472
culpable_A,1.4,2.6,2,0.5477,0.5477,1
claridad_N,2.8,1.8,3,0.4472,0.8367,0
secreto_A,1.8,2.2,2.6,0.4472,1.0954,0.5477
naranja_N,2.8,2.2,3,0.4472,0.8367,0
teatral_A,2.2,2.8,2.8,0.4472,0.4472,0.4472
caza_N,1.6,2.8,3,0.5477,0.4472,0
gigante_N,1.8,1.8,3,0.8367,0.8367,0
examen_N,1.6,2,3,0.5477,1,0
plantear_V,2,2.8,2.6,0.7071,0.4472,0.5477
asignar_V,2,2.8,1.8,0,0.4472,0.8367
amanecer_V,3,2.4,3,0,0.5477,0
fallar_V,1,2.6,2.8,0,0.5477,0.4472
corriente_A,2.2,2.2,2.4,0.4472,0.4472,0.5477
sera_N,2.2,1.8,2.8,0.4472,0.8367,0.4472
deshacer_V,1.8,2.8,2.4,0.8367,0.4472,0.8944
celo_N,1.6,2.2,2.4,0.5477,0.8367,0.8944
jurídico_A,1.8,1.6,2.2,0.4472,0.8944,0.8367
primitivo_A,1.8,1.6,2.4,0.4472,0.8944,0.8944
rescatar_V,2.6,3,3,0.5477,0,0
sollozo_N,1,2.2,3,0,0.8367,0
gobernación_N,2,2.2,1.8,0.7071,0.8367,0.8367
agotar_V,1.6,1.8,2.2,0.5477,1.0954,1.0954
bala_N,1.6,2.6,3,0.8944,0.5477,0
partícula_N,2.4,2.4,1.4,0.5477,0.8944,0.5477
mudo_A,1.4,1,3,0.5477,0,0
regimiento_N,2.2,2.4,2.8,0.4472,0.8944,0.4472
revisar_V,1.8,2.2,2.2,0.8367,1.0954,0.8367
volcán_N,2,2.4,3,0.7071,0.8944,0
transformación_N,2.2,2.8,2,0.8367,0.4472,1
pastor_N,2.6,2,2.6,0.5477,1,0.8944
dañar_V,1,3,2.4,0,0,0.8944
agonía_N,1.2,2.6,2.2,0.4472,0.5477,0.8367
lástima_N,1.6,1.8,2.2,0.8944,0.8367,0.8367
diámetro_N,2,1.8,2.8,0,0.4472,0.4472
hermanar_V,3,2.4,1.6,0,0.5477,0.8944
espina_N,1.4,1.8,3,0.5477,0.8367,0
computador_A,2.6,2.6,2.6,0.5477,0.5477,0.8944
esfera_N,2.2,2,3,0.4472,0.7071,0
bandera_N,2.4,1.6,2.8,0.5477,0.5477,0.4472
castigar_V,1,3,3,0,0,0
influir_V,2.4,2.8,2.6,0.5477,0.4472,0.8944
super_A,2.6,2.6,2.4,0.5477,0.5477,0.8944
prolongar_V,1.8,2.6,2,0.4472,0.5477,1
desnudar_V,2.6,3,3,0.5477,0,0
masivo_A,1.8,2.2,2.8,0.4472,0.8367,0.4472
ligeramente_R,2.2,2.2,2,0.4472,0.4472,0.7071
hueco_N,1.8,2,2.6,0.4472,0.7071,0.5477
analizar_V,2,3,2.4,0.7071,0,0.5477
alrededor_N,2.2,1.6,2.4,0.4472,0.5477,0.8944
defecto_N,1.6,1.8,3,0.5477,0.8367,0
realización_N,2.8,2.8,2.4,0.4472,0.4472,0.5477
penar_V,1.2,2.4,2.8,0.4472,0.8944,0.4472
tragedia_N,1,2.2,2.6,0,1.0954,0.8944
compra_N,2.4,3,3,0.5477,0,0
gigante_A,2,2.4,3,0,0.8944,0
residencia_N,2.6,2,2.8,0.5477,0.7071,0.4472
diálogo_N,3,3,3,0,0,0
datar_V,2,2.8,2.4,0,0.4472,0.8944
rebelión_N,1.6,3,3,0.5477,0,0
investigador_N,2.4,2.6,3,0.5477,0.8944,0
afuera_R,2.2,1.8,2.8,0.4472,0.8367,0.4472
dvd_N,2.2,1.8,3,0.4472,0.4472,0
film_N,2.8,2.2,3,0.4472,0.8367,0
caos_N,1.6,2,2.4,0.8944,1,0.8944
administrativo_A,1.8,1,2,0.4472,0,1
inversión_N,2.2,2.8,2.6,0.4472,0.4472,0.8944
señorito_N,2.2,2.2,3,0.8367,0.4472,0
guiar_V,2.4,3,3,0.5477,0,0
correo_N,2,2,2.8,0,0,0.4472
bebé_N,2.6,2.4,3,0.5477,0.5477,0
enojar_V,1.4,2.8,2.4,0.5477,0.4472,0.8944
juzgar_V,2,2.6,2.4,0,0.8944,0.8944
juvenil_A,2.6,1.8,2.6,0.5477,0.8367,0.8944
constantemente_R,2,1.8,1.6,0,0.8367,0.8944
poblado_N,2,2,2.8,0,0.7071,0.4472
antigüedad_N,2,1.4,2.4,0,0.5477,0.8944
nadar_V,2.8,3,3,0.4472,0,0
respectar_V,2,2.2,1,0.7071,0.8367,0
resignar_V,1.6,2,1.6,0.5477,1,0.8944
inmóvil_A,2,1,2.4,0,0,0.8944
masculino_A,2.2,1.6,2.4,0.4472,0.5477,0.5477
anhelar_V,2.2,2.4,1.8,0.8367,0.8944,0.8367
músculo_N,2.2,2.2,2.8,0.4472,0.4472,0.4472
influenciar_V,1.8,2.8,2.2,0.4472,0.4472,0.8367
top_N,2.2,1.6,2.4,0.4472,0.5477,0.8944
vecino_A,2.4,2,2.6,0.5477,0.7071,0.8944
infantería_N,2,2.6,2.6,0.7071,0.5477,0.8944
remedio_N,2,2,3,0.7071,0.7071,0
esencial_A,2.2,1.8,1.6,0.4472,0.4472,0.8944
quinto_N,2,2.2,2,0,0.4472,0.7071
narrar_V,2.6,3,3,0.5477,0,0
luminoso_A,2.8,2,2.8,0.4472,1,0.4472
trasero_A,1.8,1.6,2.4,0.4472,0.5477,0.8944
tornar_V,2,3,1.8,0,0,0.8367
platicar_V,2.4,2.8,3,0.8944,0.4472,0
cinematográfico_A,2.8,2.4,2.6,0.4472,0.5477,0.5477
anoche_R,2.6,1.8,2.6,0.5477,0.8367,0.8944
experimento_N,2.2,2.6,2.6,0.4472,0.5477,0.5477
forestal_A,2.8,2.2,2.8,0.4472,0.8367,0.4472
fragmento_N,2.4,1.6,2.2,0.5477,0.5477,0.8367
alternativa_N,2.6,2.4,1.6,0.5477,0.8944,0.8944
queso_N,2.8,1.8,3,0.4472,0.8367,0
inmensidad_N,2.6,1.8,1.4,0.5477,0.8367,0.8944
gloria_N,2.8,2.2,2,0.4472,0.4472,0.7071
sentencia_N,1.8,2,2.2,0.4472,0.7071,0.8367
exclusivamente_R,2.2,2,1.4,0.4472,0.7071,0.5477
estrecho_N,2,1.8,2.6,0.7071,0.4472,0.5477
adicional_A,2.2,2,1.8,0.4472,0.7071,1.0954
útil_A,3,2.8,2.2,0,0.4472,1.0954
adorar_V,2.4,2.8,2.6,0.5477,0.4472,0.5477
variación_N,2.4,2.4,2,0.5477,0.5477,1
aparentemente_R,2.2,1.8,1.8,0.4472,0.8367,0.8367
entrenamiento_N,2.2,2.6,2.8,0.4472,0.8944,0.4472
marítimo_A,2.4,2.2,2.6,0.5477,0.4472,0.5477
inevitable_A,2.2,2,2.2,0.4472,1,0.8367
llanura_N,2.6,1.2,3,0.5477,0.4472,0
estan_V,2,2.2,2.4,0,0.8367,0.5477
mariano_A,2.2,1.8,1.8,0.4472,0.4472,0.8367
prisionero_N,1.2,1.6,3,0.4472,0.5477,0
absolutamente_R,2.2,1.8,1.6,0.4472,0.4472,0.8944
sabiduría_N,3,2,2.4,0,1,0.8944
concilio_N,2.6,2.2,2.2,0.5477,0.8367,0.8367
ejecutivo_N,2.2,2.4,2.6,0.4472,0.5477,0.5477
subespecie_N,2,1.6,1.4,0,0.5477,0.8944
iniciativa_N,2.8,2.8,2.8,0.4472,0.4472,0.4472
suspirar_V,2.6,2.6,3,0.5477,0.8944,0
veneno_N,1.4,1.8,3,0.5477,0.4472,0
largar_V,1.8,2.8,3,0.4472,0.4472,0
influyente_A,1.8,3,2.4,0.4472,0,0.8944
sutil_A,2.6,1.6,2,0.5477,0.8944,1
exclamar_V,2,3,2.8,0,0,0.4472
ardiente_A,2.2,2.2,2.8,0.4472,0.8367,0.4472
estrecho_A,2,1.6,2.8,0.7071,0.5477,0.4472
euro_N,2.2,1.8,2.8,0.4472,0.4472,0.4472
objetivo_A,2.6,2.4,2.8,0.5477,0.8944,0.4472
facilitar_V,2.4,2.8,2.2,0.5477,0.4472,1.0954
sedar_V,2,2.4,3,0,0.8944,0
profesión_N,2.2,2.2,2.6,0.4472,0.4472,0.8944
septentrional_A,2.2,1.6,2.2,0.4472,0.5477,0.4472
investigar_V,2.8,3,3,0.4472,0,0
campamento_N,2.8,2.2,3,0.4472,0.8367,0
horror_N,1.6,2,3,0.8944,1,0
subtropical_A,2.4,1.4,2.6,0.5477,0.5477,0.8944
cerdo_N,2.2,2.2,3,0.4472,0.4472,0
postura_N,2,1.8,3,0,0.8367,0
barra_N,1.8,1.8,2.8,0.4472,0.4472,0.4472
perspectiva_N,2.6,2.2,2.2,0.5477,1.0954,1.0954
esclavo_A,1.2,2,3,0.4472,1,0
absorber_V,2.2,2.8,3,0.4472,0.4472,0
responsable_N,2.8,2.6,2.6,0.4472,0.8944,0.8944
chico_A,2.4,2,3,0.5477,0.7071,0
ansioso_A,2,2.2,2.8,0.7071,1.0954,0.4472
cero_N,1.6,1.8,3,0.5477,0.8367,0
deja_N,2,2.2,2.2,0,1.0954,1.0954
enamorado_N,3,2.6,3,0,0.8944,0
sinfónico_A,2.8,2,2.4,0.4472,1,0.8944
caballería_N,2.8,2.6,3,0.4472,0.5477,0
amoroso_A,3,2.8,3,0,0.4472,0
sabana_N,2.4,1.6,2.8,0.5477,0.5477,0.4472
contraer_V,1.8,2.6,2.4,0.4472,0.5477,0.8944
visual_A,2.4,1.6,1.8,0.5477,0.5477,0.8367
vincular_V,2.6,2.6,2,0.5477,0.5477,1
terremoto_N,1,2.8,2.8,0,0.4472,0.4472
licenciar_V,2.4,2.4,1.6,0.5477,0.5477,0.8944
republicano_A,2.2,2.2,2,0.4472,0.4472,0.7071
giro_N,2,2.2,2.2,0,0.8367,1.0954
elegante_A,3,2,3,0,0.7071,0
aguar_V,1.6,2.2,2,0.5477,0.8367,0.7071
melancolía_N,1,1.6,2.6,0,0.8944,0.8944
comparación_N,1.8,2.8,2.4,0.4472,0.4472,0.8944
miembro_A,2.2,2,2.6,0.4472,0,0.5477
ángulo_N,1.8,1.4,3,0.4472,0.5477,0
atracción_N,3,2.8,2.6,0,0.4472,0.8944
reojo_N,1.8,2.4,2.8,0.4472,0.5477,0.4472
significado_N,2.4,2.2,2.8,0.5477,0.8367,0.4472
congelar_V,1.4,2,3,0.5477,1,0
pistola_N,1,2.6,3,0,0.8944,0
amable_A,3,3,3,0,0,0
comedia_N,3,2.4,2.8,0,0.5477,0.4472
central_A,1.8,1.6,2.6,0.4472,0.5477,0.5477
doloroso_A,1,3,3,0,0,0
facilidad_N,3,1.4,3,0,0.8944,0
sublime_A,3,1.8,2.2,0,0.8367,0.8367
prado_N,2.8,1.2,3,0.4472,0.4472,0
tejer_V,2.4,3,3,0.5477,0,0
flujo_N,2.2,2.4,2.8,0.8367,0.8944,0.4472
enfermero_N,1.8,2.8,3,0.4472,0.4472,0
paciencia_N,2.8,2,3,0.4472,1,0
térmico_A,2.6,2.8,2.8,0.5477,0.4472,0.4472
civilización_N,2.6,2.6,3,0.5477,0.5477,0
introducción_N,2,2.2,2.6,0,0.8367,0.8944
pionero_N,2.8,3,2.4,0.4472,0,0.8944
